Gene	pDN	pGOF	pLOF
ADD2	0.403379630692496	0.417696249996463	0.721366871456186
ADD3	0.39410844820101	0.349887127642521	0.753191808655912
ADGB	0.644384518746104	0.52358381466649	0.415706587272943
ADGRA1	0.769401470470004	0.810040876758339	0.378623411083837
ADGRA2	0.72050632524815	0.711924143635431	0.371155817268763
ADGRA3	0.64928502247306	0.673272167587697	0.42021675496795
ADGRB1	0.384313828474197	0.589835808805186	0.688427169580657
ADGRB2	0.61927766952893	0.629167014353169	0.456162192496615
ADGRB3	0.576754105669756	0.61270400959237	0.442149539394284
ADGRD1	0.770558096622098	0.709276334228038	0.255179891902745
ADGRD2	0.701648598581899	0.779439416757891	0.268206785271742
ADGRE1	0.769687825671587	0.715617575962628	0.252235687578869
ADGRE2	0.791725092756775	0.784852683699334	0.177307871031295
ADGRE3	0.804044029387821	0.760798876258231	0.21825545437729
ADGRE4P	0.686866605542501	0.754160136892395	0.25340314501496
ADGRE5	0.733632308845596	0.750690445720214	0.19717129759643
ADGRF1	0.836801125943286	0.709660773568968	0.194921837450402
ADGRF2	0.657955584377352	0.642957528431081	0.325589756374139
ADGRF3	0.708479993850894	0.689700323527978	0.291953506305549
ADGRF4	0.796500934085514	0.713353527211497	0.233531946637692
ADGRF5	0.604036007574639	0.683379716523566	0.250780233860327
ADGRG1	0.749766877628987	0.695106287286543	0.254854820749687
ADGRG2	0.737243351786673	0.690878341618139	0.271458671966119
ADGRG3	0.741128191874092	0.717234712567949	0.242601639248964
ADGRG4	0.712051039636376	0.471950054175715	0.298901640038855
ADGRG5	0.768132306589583	0.704148549687309	0.237385786039865
ADGRG6	0.763242183387923	0.698644292399629	0.264006198666367
ADGRG7	0.820915884400049	0.722428401270949	0.214249156577444
ADGRL1	0.547176843989121	0.616714931205574	0.482726386463079
ADGRL2	0.547108509671863	0.54178337562999	0.543660896128021
ADGRL3	0.570121419597826	0.60556132908466	0.456620725500599
ADGRL4	0.737121115159373	0.63095780266223	0.26380896567392
ADGRV1	0.694156553323682	0.604670570505698	0.341455497773615
ADH1A	0.751993062436555	0.704114724175128	0.319646326781587
ADH1B	0.748349340072234	0.644930732636938	0.340510415015172
ADH1C	0.774878023820344	0.71747459690241	0.306283241557988
ADH4	0.753297709254169	0.735881502525096	0.322898180088357
ADH5	0.699470953107265	0.748178454225943	0.369313736086472
ADH6	0.789453384046011	0.719651258739929	0.254997455875369
ADH7	0.722179312069118	0.719967053694278	0.342195355524993
ADHFE1	0.748976827228941	0.584845756142182	0.302839578518477
ADI1	0.607921835439256	0.36640574406059	0.421209185638936
ADIG	0.731104499573272	0.793955010901115	0.252856633291251
ADIPOQ	0.728033474871286	0.648384092591098	0.398073776403626
ADIPOR1	0.609618975194437	0.611448292444102	0.445196659699433
ADIPOR2	0.720016274636702	0.670009418752017	0.299783452779856
ADIRF	0.815693217469557	0.76312983057765	0.185014334346044
ADISSP	0.649403984274605	0.519042476996083	0.343619809680161
ADK	0.696670564284133	0.558593426090124	0.283236323474498
ADM	0.692472712229997	0.355319992966566	0.39182756411319
ADM2	0.6962362354387	0.449261292316134	0.391110558221164
ADM5	0.665301624027833	0.65277805735193	0.305084720306516
ADNP	0.190773864343465	0.171732578581446	0.84675249199727
ADNP2	0.295451395969474	0.198365576608442	0.706270015043908
ADO	0.42576818986537	0.409891989058896	0.473659429767835
ADORA1	0.763806260791303	0.838135332274062	0.210869642960557
ADORA2A	0.661802522002186	0.808085712590232	0.397940765092181
ADORA2A-AS1	0.536736891526312	0.648051254056354	0.565331931342726
ADORA2B	0.713539798487344	0.821937890639647	0.270368462943264
ADORA3	0.756329984254401	0.852407878671764	0.171450132974953
ADPGK	0.569113432354887	0.413417041600311	0.294964490336571
ADPRH	0.65265828893006	0.646436160060367	0.237567141944539
ADPRHL1	0.562084200906437	0.599004588434218	0.346437966136066
ADPRM	0.630013920850097	0.530870887275718	0.289216181893347
ADPRS	0.585296919783873	0.63349162497039	0.281839157309096
ADRA1A	0.757001370395514	0.795680274637263	0.310616452685804
ADRA1B	0.742545204192023	0.791796596685343	0.346141782673956
ADRA1D	0.715168215402887	0.818100343713649	0.400251026699464
ADRA2A	0.728565398778058	0.800831141830616	0.343934760187157
ADRA2B	0.754834649057741	0.821496878817093	0.277980995562556
ADRA2C	0.651180125588251	0.772187175868287	0.454483897051391
ADRB1	0.678072454577976	0.814938579958807	0.404226001876095
ADRB2	0.697857822938094	0.800030476117345	0.326820343736993
ADRB3	0.720221549668568	0.8354088793438	0.324921698458217
ADRM1	0.396458899049031	0.209898173094794	0.697016856980724
ADSL	0.693302445477911	0.550159988694595	0.397833200481021
ADSS1	0.740230639999745	0.535535839643884	0.33729617449389
ADSS2	0.635044682695854	0.603065740294579	0.41685140137046
ADTRP	0.794843214303269	0.740768062717038	0.169951840002762
AEBP1	0.642281253575771	0.578559544326351	0.329919458428204
AEBP2	0.229001117662939	0.194024270313368	0.880257923686282
AEN	0.597066803410913	0.516255624668564	0.424409296933392
AFAP1	0.691649096554265	0.621897513385366	0.454151209433815
AFAP1L1	0.715212951085864	0.674965570417316	0.376454266304716
AFAP1L2	0.622496356253451	0.639968244775076	0.43001092842258
AFDN	0.343713665888899	0.436705556763098	0.74682144792162
AFDN-DT	0.590624482714726	0.676863744255508	0.628782074735476
AFF1	0.3300251249928	0.222682189823784	0.786538091728568
AFF2	0.29034997549399	0.267388195512978	0.83369032491345
AFF3	0.261088402104528	0.24683216942377	0.849322029022593
AFF4	0.15980944536369	0.140879755182295	0.909921368250062
AFG1L	0.695802049511702	0.484213651798353	0.321803701839207
AFG3L2	0.814856967832344	0.609038067943864	0.281098315342564
AFM	0.580146132311295	0.587248843668153	0.258222334545852
AFMID	0.700252814563224	0.573706260635799	0.223769835349776
AFP	0.686926746253444	0.677667305803283	0.183385928862129
AFTPH	0.273366978129772	0.404073603616008	0.651412129694939
AGA	0.691486996794252	0.639165876110841	0.319450958804479
AGAP1	0.567240345816705	0.570690746185908	0.649580714216553
AGAP11	0.566064782494819	0.398360593569977	0.562966209480239
AGAP2	0.37507679489203	0.570384411248328	0.778090262981437
AGAP3	0.469626116344154	0.558590356028147	0.70965909013577
AGAP4	0.776223877965663	0.687338661121099	0.323660490461708
AGAP5	0.766568600060555	0.698819255451052	0.294913986192042
AGAP6	0.707559236631473	0.606205449216793	0.391609347513102
AGAP7P	0.499670708385144	0.544551783369666	0.568014822597552
AGAP9	0.778827254569687	0.604665857548416	0.366388034356451
AGBL1	0.526587845837645	0.426401146050677	0.421718778056882
AGBL2	0.688820858433501	0.49875362277612	0.326899642587273
AGBL3	0.588200399681487	0.570851664695079	0.406622081609471
AGBL4	0.66712010056875	0.504288122946527	0.292736699027635
AGBL5	0.608489687134817	0.459524827821002	0.416810193976981
AGER	0.630537305373793	0.694585401286063	0.335249674493319
AGFG1	0.518203745901648	0.40849947389732	0.683254755698597
AGFG2	0.676809052917627	0.537981472433035	0.335535225896533
AGGF1	0.599624145411556	0.435482557771307	0.407153132930481
AGK	0.71511144328774	0.589129200483717	0.256952768740399
AGL	0.516964751375008	0.348489004845271	0.402767047654924
AGMAT	0.672260332939389	0.458484034851606	0.454717983542158
AGMO	0.648234310070006	0.57827288617855	0.412984701217875
AGO1	0.238313793116521	0.269726825246584	0.762527500682419
AGO2	0.291496418619062	0.262025571712475	0.763347325728114
AGO3	0.391390697629399	0.37276221694919	0.632021890512951
AGO4	0.410198283648407	0.360640044199219	0.613946577725158
AGPAT1	0.366376470192419	0.502332611627989	0.631196873385883
AGPAT2	0.587940714357119	0.586657690573794	0.368556748092222
AGPAT3	0.363790339437067	0.442425633559907	0.579550196432282
AGPAT4	0.730429667212198	0.658411716076072	0.209385903344196
AGPAT4-IT1	0.592275787510516	0.561912182613499	0.55556355195102
AGPAT5	0.638322929880948	0.580573659198898	0.283275687121408
AGPS	0.317689749201844	0.365364972131798	0.722656299425003
AGR2	0.658349742920716	0.517387041498527	0.312746392303366
AGR3	0.629932547429892	0.522605463009992	0.334294784004071
AGRN	0.645056656642213	0.678686937828672	0.285845439048894
AGRP	0.684106740575393	0.511455649035635	0.353288186370728
AGT	0.546390471152579	0.644469550987724	0.268765600988946
AGTPBP1	0.422026485093806	0.43893455397354	0.485128788322107
AGTR1	0.807974523433463	0.794667549885489	0.178146104588593
