Gene	pDN	pGOF	pLOF
GDPGP1	0.489006052446333	0.202336049485324	0.419113779964755
GEM	0.750439302665075	0.69817645712726	0.431122783082337
GEMIN2	0.637361298050245	0.477569944716644	0.355131833743527
GEMIN4	0.541805809365705	0.565306527622356	0.33840759982975
GEMIN5	0.581035772087722	0.539504343428979	0.372430836251804
GEMIN6	0.443085099493999	0.444786292825385	0.414896570041972
GEMIN7	0.520502788709543	0.34590696297881	0.598933219765024
GEMIN8	0.35348838360003	0.303702857793782	0.658950242986081
GEN1	0.617708289754301	0.43859687338806	0.404290148987651
GET1	0.772889298928352	0.600514933454962	0.247411722995255
GET3	0.590327471099358	0.578221492351895	0.416464332423245
GET4	0.578013968615719	0.445827557248804	0.409440007758264
GFAP	0.957328299027994	0.873171637936545	0.144474649226882
GFER	0.673468095962844	0.57976168670115	0.316084747989007
GFI1	0.684131552287886	0.507740322313582	0.641414631846798
GFI1B	0.77627347235692	0.587887127412343	0.458394326140234
GFM1	0.735932188025216	0.707067802426825	0.291544808925201
GFM2	0.62906702919702	0.527023288850447	0.38833439990805
GFOD1	0.634883054157275	0.691202061833283	0.27924110935018
GFOD2	0.603381231491636	0.603598487396246	0.3018048520981
GFPT1	0.412949126521774	0.482518600086845	0.648877294863321
GFPT2	0.713818585825819	0.692574762052064	0.305174331061843
GFRA1	0.610949370466459	0.687493315232151	0.301296977871455
GFRA2	0.581674295884102	0.608232483916799	0.330984529889631
GFRA3	0.592269437518661	0.704950014702876	0.291797988635117
GFRA4	0.606934587204444	0.686294396711656	0.316474985469243
GFRAL	0.656263772937055	0.633733462456777	0.278716219445344
GFUS	0.786793855199853	0.544251659608784	0.324813484165844
GFY	0.616546241147422	0.431691089078063	0.433200936822678
GGA1	0.344669120580935	0.447982156848496	0.625663524844089
GGA2	0.641541380585499	0.605280954901295	0.295322179498479
GGA3	0.645685295369659	0.619613089799127	0.295265393075514
GGACT	0.451761117133653	0.538603603650557	0.2809425696219
GGCT	0.554282993921417	0.559712225137264	0.268745839857765
GGCX	0.58437072396436	0.669788809812854	0.318183377525442
GGH	0.503385860825708	0.445677110153533	0.366496264774675
GGN	0.547523274613778	0.597203738127217	0.498281171486367
GGNBP1	0.442534440972918	0.575483969524038	0.478908399274278
GGNBP2	0.245225174597041	0.358655572079918	0.760144426447179
GGPS1	0.705876166120512	0.701608391904385	0.24434815135435
GGT1	0.779274381288204	0.811702559225815	0.194440809566661
GGT2P	0.690355031865921	0.683158030034535	0.304526937723274
GGT3P	0.680145266417991	0.695099720920561	0.378597242313184
GGT5	0.642542741474024	0.687153895770577	0.342179946738677
GGT6	0.576144194849823	0.663436524901014	0.399531143027662
GGT7	0.411942485295847	0.552159671238665	0.584315293367097
GGTA1	0.749750249260364	0.722169774033086	0.322046563940033
GGTLC1	0.700329826058806	0.75265721519022	0.275939102027898
GGTLC2	0.696710779662401	0.804965149772727	0.249735005324691
GGTLC3	0.666063233441198	0.739118750667571	0.256519181574307
GH1	0.78099566695868	0.752556650794868	0.162301265838322
GH2	0.757598650806837	0.733363816789344	0.188862557999754
GHDC	0.595178788191993	0.53182100407234	0.359231009160665
GHITM	0.831437036677389	0.678881181531805	0.275452816005159
GHR	0.769108064421869	0.722792534509769	0.293209757731285
GHRH	0.807725472907732	0.665274217929822	0.220412338332009
GHRHR	0.8401319673737	0.836259565051704	0.177039551695043
GHRL	0.674379464354251	0.629370006900509	0.322736472144006
GHSR	0.824963290857485	0.850407294503609	0.179391812281437
GID4	0.342720864855836	0.388652296205479	0.730586738431681
GID8	0.354659687143508	0.375237572491929	0.582327662824599
GIG44	0.759301544224408	0.728164200102083	0.366907124455901
GIGYF1	0.588208105215341	0.551334918499342	0.439577176519421
GIGYF2	0.240933283025888	0.323964517573771	0.80454406897406
GIMAP1	0.722519329599947	0.829578110024296	0.274581075143387
GIMAP2	0.789686357718874	0.845113811262262	0.232170880127147
GIMAP4	0.813872501157509	0.786671433807278	0.164097902353728
GIMAP5	0.776213129437191	0.855279011247589	0.19008354770208
GIMAP6	0.750902912966126	0.8828510785045	0.184033924663199
GIMAP7	0.846700139884571	0.835097762906585	0.128038687053406
GIMAP8	0.865030294534463	0.800415127253836	0.132173106650492
GIMD1	0.690349426246842	0.713166938477951	0.217760444383306
GIN1	0.630353995463953	0.676269969361914	0.350526081526485
GINM1	0.562572652833376	0.620464563082727	0.322063020216661
GINS1	0.564355959534654	0.315613813411616	0.34895962493183
GINS2	0.591418016992562	0.514231849328443	0.396514081757545
GINS3	0.645485283770783	0.368430806934509	0.35617415686944
GINS4	0.631122107941492	0.372354496518244	0.278459317391782
GIP	0.748842327195389	0.677592498226231	0.249500742592338
GIPC1	0.70155893853917	0.733354687115598	0.339806244181506
GIPC2	0.676927838181986	0.623081403135045	0.361414806376127
GIPC3	0.681140376534004	0.653104055869585	0.330859769127552
GIPR	0.778865472319719	0.814454540907181	0.266350762666327
GIT1	0.427271263923215	0.514797135340172	0.702121491870103
GIT2	0.506920284915413	0.542264394606327	0.667680838698445
GJA1	0.770875259440369	0.823397396669833	0.323649671417771
GJA10	0.756188491638856	0.830994130833198	0.34598171503101
GJA3	0.80612548405688	0.862944669351746	0.257628712680462
GJA4	0.820060239475826	0.871035614209708	0.190564934525213
GJA5	0.843421587848326	0.850640758905379	0.223588247387362
GJA8	0.791212364490099	0.852231035838845	0.24493608262469
GJA9	0.769754375011352	0.833972797366372	0.367961829101044
GJB1	0.584496424038169	0.756018115088327	0.505683692375291
GJB2	0.711031751932248	0.759272096065592	0.317316361562989
GJB3	0.840116812935691	0.844346361856892	0.203285560029435
GJB4	0.814897384907177	0.851231782335275	0.221537342324603
GJB5	0.804905543662196	0.817176120091328	0.25931960190343
GJB6	0.80432151705567	0.858592172703054	0.220412385596458
GJB7	0.80056046333074	0.82081521807045	0.203008396825129
GJC1	0.528276193853763	0.659747328194214	0.587260900810158
GJC2	0.775331487766006	0.868706408081999	0.27904244317642
GJC3	0.829439819473525	0.828681645029956	0.189358872218703
GJD2	0.746304121676309	0.818214349018649	0.319048201336917
GJD3	0.782817970292264	0.866093519267876	0.28745262539396
GJD4	0.767780430380926	0.840938068523768	0.296446895022324
GJE1	0.847954238942933	0.828588087663336	0.131036987844653
GK	0.452764087614152	0.589061476732531	0.588331528931739
GK2	0.634710669800571	0.612606969587845	0.382304958355567
GK3	0.583479853402413	0.639773795569993	0.441033532032641
GK5	0.68919179603385	0.619754620552697	0.286184819794949
GKAP1	0.694481775055438	0.512689770726073	0.383629784072732
GKN1	0.674861498044159	0.389090075790593	0.2483717243962
GKN2	0.675154885446548	0.430495889551214	0.195066142763272
GKN3P	0.584158799643947	0.360236023347005	0.274056288214106
GLA	0.265902137105488	0.42467808766834	0.622452850090002
GLB1	0.671071544999732	0.595556837388058	0.2246914817292
GLB1L	0.681822072555138	0.599990929680726	0.259548544961796
GLB1L2	0.523588457068438	0.466545903725305	0.384678489939255
GLB1L3	0.585934006459485	0.426273170032948	0.389143388596039
GLCCI1	0.631732614460765	0.607787714222939	0.61597284766906
GLCE	0.355577450084599	0.241356890518285	0.591832960448119
GLDC	0.514603512144177	0.438020131258986	0.537059077447147
GLDN	0.615760882333387	0.50593013538093	0.492300128751216
GLE1	0.607147107132872	0.655698503462854	0.325561932701109
GLG1	0.345484343555163	0.405132165333858	0.552601856243456
GLI1	0.610989096220017	0.3776670485703	0.609017136501232
GLI2	0.394428856818669	0.239157803640582	0.811015002374559
GLI3	0.379445027011155	0.206951672115498	0.830556415271215
GLI4	0.913021148202195	0.841263269245503	0.243676912963455
GLIPR1	0.642275119164447	0.656949499012487	0.309959095442953
GLIPR1L1	0.726165728951312	0.682841602481075	0.235680403964338
GLIPR1L2	0.620264985151124	0.647683416280672	0.226892379700532
GLIPR2	0.672109187305443	0.574617440587392	0.2538478609537
GLIS1	0.69048700076862	0.513019919731375	0.583346426303724
GLIS2	0.473344085307229	0.391600942636157	0.778945014564606
GLIS3	0.714321975896776	0.377682116967577	0.561313332967475
GLMN	0.609217893996109	0.500281857115306	0.273504112322785
GLMP	0.512696734673058	0.477558023017047	0.438297753186251
GLO1	0.592292868438414	0.504862721873978	0.334015022246587
GLOD4	0.465352324045308	0.415707163795236	0.43268032617126
GLOD5	0.679534330218842	0.435065245813919	0.39109276265789
GLP1R	0.788964441077796	0.814250056388288	0.232132703498188
GLP2R	0.832527877776123	0.817763361163443	0.202415830125777
GLRA1	0.831693015054926	0.817557705881321	0.196405559052556
GLRA2	0.579658043664834	0.641864677686671	0.524383126023166
GLRA3	0.849119650743342	0.819232297407974	0.183180409842593
GLRB	0.81767268083307	0.808685567600276	0.226699410722868
GLRX	0.707958084918934	0.587577612343755	0.293232241163854
GLRX2	0.752242504333305	0.721938385190813	0.338923272079875
GLRX3	0.668969176046232	0.638101844968351	0.362677028839198
GLRX5	0.533138154219304	0.630166706397067	0.515039315146998
GLS	0.380679293065936	0.51434834637798	0.673374012647453
GLS2	0.741018755909777	0.739207395125057	0.276136793272217
GLT1D1	0.660062445031698	0.567979741448674	0.267657078402149
GLT6D1	0.623283954713445	0.456963622341596	0.274200569533829
GLT8D1	0.593776879130084	0.629426679340736	0.350511873695349
GLT8D2	0.482044032208617	0.615999252075748	0.37140792166377
GLTP	0.698383786157001	0.63465931379218	0.197347087090078
GLTPD2	0.667557970793199	0.637722184042523	0.227001491965052
GLUD1	0.647950619164459	0.570144374835079	0.359119185274571
GLUD2	0.736455481092155	0.653246608272908	0.302543107924104
GLUL	0.373420228919835	0.353242884969845	0.662247071080695
GLYAT	0.643725608544704	0.456985730459556	0.271228375995712
GLYATL1	0.587422511923185	0.46122668364801	0.220367149623313
GLYATL1B	0.652487181476959	0.487132702053452	0.20739503729929
GLYATL2	0.602712063002759	0.524458432911415	0.245099715193566
GLYATL3	0.618004735413093	0.440195778402238	0.291181498302897
GLYCAM1	0.82941458259708	0.832951343224418	0.150189427762503
GLYCTK	0.627952328573189	0.427484808053519	0.349724561856808
GLYR1	0.341446444434346	0.312423198299756	0.781189014402214
GM2A	0.682289127701369	0.457073230290056	0.254222540225451
GMCL1	0.666123153543058	0.622299515847679	0.300999898215932
GMCL2	0.637823960583831	0.466716298091946	0.477101705375048
GMDS	0.524649483965	0.367923577006663	0.65056203784914
GMEB1	0.248687250371875	0.204200352611289	0.756534734231637
GMEB2	0.255035848400125	0.226529058673056	0.785554538982244
GMFB	0.592308608492698	0.661279696851508	0.206823185533744
GMFG	0.485877435654872	0.554189147446496	0.308808260525477
GMIP	0.569802216033906	0.608777714190238	0.412509441746753
GML	0.632009425355326	0.586620258216439	0.206010395661231
GMNC	0.619629003266145	0.346140964870504	0.506554052484431
GMNN	0.735909431694702	0.269796311565463	0.354453621230439
GMPPA	0.551148865695521	0.509632253229657	0.358258405080757
GMPPB	0.580519186603018	0.602570502694417	0.350263682351689
GMPR	0.794565095548411	0.618436174948203	0.228806759306363
GMPR2	0.712521980239716	0.492768364351935	0.325010312190302
GMPS	0.464580115645995	0.337512651664895	0.647165935676655
GNA11	0.420557350752056	0.636739465910013	0.518208331152993
GNA12	0.541275735033612	0.680028292629365	0.484776172374399
GNA13	0.523787046977367	0.663119643617373	0.472730492926403
GNA14	0.678971215663577	0.752043808510377	0.268062414985556
GNA15	0.762725663460056	0.752638362188462	0.197536869481508
GNAI1	0.490579617716981	0.656072724713414	0.480370885264935
GNAI2	0.42275588853495	0.648126620369512	0.527704887812139
GNAI3	0.648603299022386	0.682856181392208	0.292409170837153
GNAL	0.569843494063019	0.741757541937175	0.514328893732129
GNAO1	0.477050939257953	0.658209922892834	0.52558344927587
GNAQ	0.411786356157615	0.703765353635133	0.565443414546368
GNAS	0.339228282412827	0.680117275347526	0.565209905627616
GNAT1	0.649151049003746	0.7457764919994	0.290354192878681
GNAT2	0.744601094487227	0.79891963895665	0.18614952809564
GNAT3	0.743274374625307	0.791165702273064	0.20308304847394
GNAZ	0.45404617641956	0.618790676339333	0.491645380965065
GNB1	0.345849585476624	0.416947265066511	0.866168325896012
GNB1L	0.660074166753536	0.532379180642189	0.351698566495542
GNB2	0.322122655760136	0.341699788823563	0.776110203515506
GNB3	0.628578697512882	0.522079082149004	0.482419331043137
GNB4	0.662859818002668	0.533164491116766	0.424700131473002
GNB5	0.719810408928407	0.569638377039949	0.412023910934727
GNE	0.562027832943499	0.53227540941907	0.411325277334917
GNG10	0.753398181191892	0.822201374249767	0.26658346546181
GNG11	0.740198944276097	0.794130430740241	0.286867628784542
GNG12	0.755202237380024	0.817000250466981	0.391864120640286
GNG13	0.757174941626634	0.854112885585642	0.316342604969887
GNG14	0.666886742427337	0.779935900749295	0.317843761791967
GNG2	0.718048348849608	0.813764353248384	0.441490729891311
GNG3	0.652745634468558	0.787838653907146	0.465983291124421
GNG4	0.806436823685683	0.86266720310139	0.257804896562619
GNG5	0.806493154068728	0.819888405112695	0.321312738640443
GNG5B	0.779427182957215	0.805855997883577	0.316586606691262
GNG7	0.822248234637317	0.886417671349782	0.358623040957085
GNG8	0.808598594101416	0.877315649188461	0.287648669956973
GNGT1	0.734967990379673	0.874320212600256	0.240021557910332
GNGT2	0.819970236102845	0.842532979431508	0.217793323098119
GNL1	0.326784114574005	0.372044411803142	0.614525122528208
GNL2	0.730654149221267	0.502808360925208	0.341991744345556
GNL3	0.606174305344291	0.372715601005982	0.444019004032674
GNL3L	0.45983513863538	0.424124903434836	0.61822688491964
GNLY	0.701685577366791	0.686249577017189	0.235033004992719
GNMT	0.646238076480393	0.524935272547221	0.275976741650203
GNPAT	0.531303574404124	0.418815853241333	0.344618373172712
GNPDA1	0.638424167029058	0.616425365028226	0.372361630145917
GNPDA2	0.771504727047333	0.756808040513854	0.234414497150118
GNPNAT1	0.677704099770183	0.578385515550796	0.284623847636253
GNPTAB	0.589536242824807	0.442938971473874	0.371905009001704
GNPTG	0.643838196517734	0.490350421127172	0.295604502048209
GNRH1	0.798070474555129	0.664945928520988	0.170292126405236
GNRH2	0.68650335509535	0.624305709979481	0.309161207730098
GNRHR	0.806360304082281	0.77414093368995	0.196616150249596
GNRHR2	0.732409016921072	0.763312528470018	0.310751054511977
GNS	0.690941913934134	0.589835988505423	0.316621036881211
GOLGA1	0.715490921862937	0.507096689328185	0.300318989781461
GOLGA2	0.433198871491452	0.460679945293483	0.613172130289328
GOLGA2P5	0.651834781399411	0.620155648521546	0.408531518958029
GOLGA3	0.691262554382143	0.676193610135432	0.306344326137498
GOLGA4	0.72870922120019	0.47488224812976	0.308801492422509
GOLGA5	0.708991365664049	0.495197882642602	0.296269583233929
GOLGA6A	0.754847650793612	0.738813988640782	0.251716717566182
GOLGA6B	0.684548328296887	0.692519457909296	0.332020867254927
GOLGA6C	0.785172326618779	0.758238035876069	0.214210909233047
GOLGA6D	0.691825566639627	0.640463651495386	0.340640494073504
GOLGA6L1	0.758697385906532	0.81132368863563	0.271366476390288
GOLGA6L10	0.732789202281272	0.788000753663296	0.227814711929511
GOLGA6L19	0.692018480660481	0.736566524819869	0.269927345075182
GOLGA6L2	0.563283211908914	0.63160460561204	0.370613699239775
GOLGA6L22	0.79104178645437	0.860301798324192	0.186369637364454
GOLGA6L24	0.73167663176137	0.787936825426824	0.256156498982879
GOLGA6L25	0.729514848247109	0.779795625595513	0.254463923646897
GOLGA6L26	0.721314409188722	0.73262868034651	0.284808422215955
GOLGA6L4	0.701660279258524	0.71004084966746	0.254256830853234
GOLGA6L6	0.719833555077203	0.785153946611727	0.311081604483125
GOLGA6L7	0.772789238037659	0.857264742697462	0.21538489135996
GOLGA6L9	0.715237759462318	0.683807527241713	0.231493874791133
GOLGA7	0.68887596754853	0.637889452281734	0.405204543794684
GOLGA7B	0.788851521858977	0.820427811861785	0.302928464259535
GOLGA8A	0.73059675758862	0.745737296628092	0.243168349295193
GOLGA8B	0.716881166861078	0.714760594711385	0.249758791598026
GOLGA8CP	0.6571370600492	0.677952504530232	0.326885506062452
GOLGA8DP	0.644948179487487	0.726138142219637	0.353250703449981
GOLGA8G	0.73934769984076	0.797424985666932	0.226319754187647
GOLGA8H	0.757178864167159	0.751348766151237	0.254235778365679
GOLGA8IP	0.640738225742269	0.661167322064827	0.32878270913343
GOLGA8J	0.754384650252652	0.741493287913854	0.262567966931233
GOLGA8K	0.755229408979838	0.740167544005517	0.263311645692206
GOLGA8M	0.702891201055059	0.714150381217902	0.284819539207264
GOLGA8N	0.733388828174055	0.73876051520289	0.248007487017369
GOLGA8O	0.706537594453162	0.725644947098211	0.271571705961737
GOLGA8Q	0.785639091181019	0.770721394128194	0.198614126863816
GOLGA8R	0.733234133372102	0.723550320830746	0.254800991441608
GOLGA8S	0.726416703356916	0.705957770187243	0.291332788504639
GOLGA8T	0.722619604171353	0.72522304938766	0.279439657464616
GOLGB1	0.74004158231299	0.467681691762679	0.282728314709967
GOLIM4	0.654323804459266	0.381867176763227	0.19785995366275
GOLM1	0.706579783118357	0.428333358906322	0.297054746157746
GOLM2	0.737604375429242	0.425064384844356	0.321355062704285
GOLPH3	0.611660360194024	0.554090579272934	0.450441191059996
GOLPH3L	0.646310519032133	0.507183884606986	0.381769716607341
GOLT1A	0.78883054287946	0.769413899175444	0.276105019501653
GOLT1B	0.614458805127982	0.728905264162581	0.476889387572065
GON4L	0.24515181880462	0.229997469244005	0.798420755923963
GON7	0.619176110790042	0.476570796833269	0.341247762939316
GOPC	0.637521853953044	0.700293998707402	0.420867869789081
GORAB	0.796205489374543	0.745038700317162	0.273111570779238
GORASP1	0.714054331440988	0.749796123479029	0.315179624959487
GORASP2	0.490997270331364	0.522006781329109	0.61822067256296
GOSR1	0.876011710495129	0.674752107178041	0.221488935841676
GOSR2	0.818836216931597	0.651192149805181	0.221560854402011
GOT1	0.726639142414355	0.48902446293789	0.279919446428883
GOT1L1	0.674376263426954	0.389161178288705	0.32429888786494
GOT2	0.739526175380284	0.480360258724147	0.312757484437593
GP1BA	0.738668268615132	0.78066671967791	0.294063521637839
GP1BB	0.645244419417167	0.800277271964082	0.358948785304359
GP2	0.584275573039587	0.599269949679317	0.318938422052617
GP5	0.744165214326262	0.721857613277968	0.299574377009282
GP6	0.784822266282622	0.716933164477119	0.321192503064384
GP9	0.573906284358286	0.727516585944123	0.386320540654279
GPA33	0.770640382718511	0.692179158934369	0.216256315812711
GPAA1	0.695121714434701	0.679059897850127	0.275637740762022
GPALPP1	0.764607996654783	0.488066010613015	0.33971272460165
GPAM	0.612943441332667	0.374338758958008	0.268565656559111
GPANK1	0.487402697649159	0.482184460030381	0.412317215152086
GPAT2	0.52777777199487	0.356449355930687	0.366577062609364
GPAT3	0.62008289173631	0.661194573031479	0.324751613652117
GPAT4	0.602278922102941	0.576006108010998	0.465891318478858
GPATCH1	0.747486265114692	0.527330437475885	0.362192786038109
GPATCH11	0.692827987351302	0.35885849442835	0.282326882859627
GPATCH2	0.622489789156405	0.383192995330242	0.523717553907786
GPATCH2L	0.580633894664644	0.436488808757233	0.535605184092411
GPATCH3	0.527036912238686	0.412204177555427	0.444224179909987
GPATCH4	0.711076211197014	0.445463924653771	0.378539590407685
GPATCH8	0.267744787716535	0.325496240568222	0.807730160661927
GPBAR1	0.60718790431938	0.716638508596812	0.322514072761289
GPBP1	0.508403029226775	0.371494097673511	0.609390566712468
GPBP1L1	0.543589836990932	0.399702494242604	0.523371785008017
GPC1	0.686374982095871	0.64589614920917	0.265553916510831
GPC2	0.720402940927279	0.637364957366392	0.244559633397036
GPC3	0.394571927361096	0.439105443683312	0.579052147685348
GPC4	0.468172206915488	0.46237579609574	0.482608105218996
GPC5	0.694166049791045	0.595558223920441	0.26272491577473
GPC6	0.642685649595577	0.626610939981264	0.279285014710452
GPCPD1	0.526090367369696	0.403028960747158	0.372363406894384
GPD1	0.771650481750107	0.710198172376109	0.196154094884002
GPD1L	0.72936769689227	0.62074043554828	0.256187290035038
GPD2	0.640979570031367	0.610657312090831	0.372633799086255
GPER1	0.605780391416404	0.735721386353046	0.414707147487065
GPHA2	0.592429063655734	0.37786962811652	0.365122375861598
GPHB5	0.595621639307715	0.454607477050893	0.347959047439416
GPHN	0.337331220052326	0.42441274207347	0.793632003975243
GPI	0.6624717292067	0.630052554959705	0.252153048074561
GPIHBP1	0.614826357113705	0.358071354077809	0.281295574305605
GPKOW	0.333255661337138	0.310207987260311	0.661146448531335
GPLD1	0.605074455325899	0.659783989078287	0.329555108365063
GPM6A	0.4627674274789	0.753495248514122	0.523282668243312
GPM6B	0.585402017239679	0.770651587621093	0.364829083215123
GPN1	0.738619175247395	0.60807023789273	0.266143218758113
GPN2	0.743450235456389	0.647748885990873	0.24516463493177
GPN3	0.760517284220467	0.617671315433776	0.239075167692259
GPNMB	0.563644064594183	0.533833426409918	0.452422857751723
GPR101	0.547649560326263	0.69783661687686	0.414689938702772
GPR107	0.674914901220913	0.605709734251326	0.374671110595604
GPR108	0.707817651839545	0.631238869120589	0.362097597968456
GPR119	0.702951120069167	0.771314317898439	0.24637652236928
GPR12	0.687386785621306	0.813751193340876	0.314423976899302
GPR132	0.716397645765621	0.835545376126973	0.256057099470993
GPR135	0.646061490263457	0.781255120047731	0.421673733752187
GPR137	0.585406288636337	0.722158314469664	0.521335950152545
GPR137B	0.722223630821417	0.728909241821317	0.392884790668079
GPR137C	0.644451029403723	0.728976685563356	0.450052509490344
GPR139	0.70851773842924	0.804128244158356	0.249498358207815
GPR141	0.69127308349772	0.748913566832215	0.261390705956368
GPR142	0.676656248171801	0.792299575069058	0.407666357915325
GPR143	0.482673561229091	0.667994678698562	0.527840495190591
GPR146	0.615959274054245	0.764051624157697	0.269660932861439
GPR148	0.648185858556472	0.781302708932638	0.270186925279148
GPR149	0.694974005158466	0.735771393273596	0.407169818952076
GPR15	0.671641018889802	0.689379256886224	0.313642476886021
GPR150	0.651743054996066	0.826211894321663	0.363442989281225
GPR151	0.635699911982485	0.795205022679858	0.311311140320113
GPR152	0.657490444625546	0.855651018017946	0.204515751001755
GPR153	0.642596227772611	0.753890929437461	0.467684968399873
GPR155	0.620202021867119	0.666589146319263	0.333113111475332
GPR156	0.704803448139308	0.741782060766803	0.371464253050958
GPR157	0.73347298085955	0.844408035346037	0.240115696776938
GPR158	0.684395471534767	0.650033429172771	0.397293127745612
GPR15LG	0.705737182101968	0.680547320156121	0.247552377555029
GPR160	0.641153099000107	0.677319302374683	0.256695220714763
GPR161	0.749448401072507	0.79933334204224	0.327390962003859
GPR162	0.693122260685853	0.784991804656114	0.406543608916016
GPR17	0.746466370186736	0.781455991799208	0.265457541983897
GPR171	0.705771104135563	0.808399744392322	0.243703927499204
GPR173	0.410427408814322	0.684224645114494	0.608299169101848
GPR174	0.647338659662567	0.753750805366035	0.320751098737416
GPR176	0.648947713163027	0.752346138652348	0.316318664465401
GPR179	0.636920138216217	0.680332354013313	0.299264913520457
GPR18	0.662486868741849	0.74641738229425	0.285334260323384
GPR180	0.643239294761125	0.627215292412248	0.319092005943266
GPR182	0.741950114001101	0.812284142319967	0.262028625300292
GPR183	0.750099483174137	0.796705253406403	0.238165756014349
GPR19	0.76461492303445	0.783588456138864	0.274566230656733
GPR20	0.699691129615079	0.841430030237773	0.316161053869596
GPR21	0.701992504456192	0.768708099404281	0.249537438425592
GPR22	0.71615334629274	0.815306485839157	0.325647930366848
GPR25	0.741036866614592	0.832565497062771	0.227078289631674
GPR26	0.581369732299455	0.769408209314144	0.384569644348631
GPR27	0.569624117882753	0.78039122134963	0.432536968096172
GPR3	0.674406935636693	0.810839235138156	0.327094792905869
GPR31	0.734556513368176	0.804226377982238	0.214969128732793
GPR32	0.715248794700472	0.787398624249567	0.246407714496451
GPR32P1	0.631164320482857	0.75397158719595	0.266924893834575
GPR33	0.736188307533964	0.711502084768763	0.213998237893383
GPR34	0.718908038463165	0.756583473795102	0.320295412875341
GPR35	0.747908803748671	0.860988349590902	0.198588550359569
GPR37	0.693054971898304	0.731496466009075	0.418354955853264
GPR37L1	0.639441198948428	0.713698806808982	0.434276042951982
GPR39	0.683500748116239	0.763619777366952	0.336297176578527
GPR4	0.753080785100235	0.847125657115201	0.245482160881053
GPR42	0.742624166020638	0.863479558825037	0.19607694266587
GPR45	0.718402154505206	0.793397356753211	0.255284803621934
GPR50	0.620083614695693	0.790692337674938	0.44746261311344
GPR52	0.76577786454493	0.815696564997376	0.218836280897204
GPR55	0.68436008439711	0.794924947953796	0.265636405128963
GPR6	0.700595402052752	0.832656409702218	0.328268860210123
GPR61	0.506473701300461	0.776821013757416	0.504839859752124
GPR62	0.59744699982488	0.824542806516363	0.365753734397248
GPR63	0.70307892954925	0.757056785742367	0.328485489048674
GPR65	0.764495829695626	0.815246109773477	0.186461719510088
GPR68	0.699318558957389	0.815398952488304	0.277145632540909
GPR75	0.714949465231041	0.821260456112438	0.289265317713202
GPR78	0.673483976806613	0.83990000155822	0.297036542851108
GPR82	0.706521099804018	0.765987096502098	0.225216565445339
GPR83	0.77976552747154	0.816867453478248	0.246184851206354
GPR84	0.709212588002391	0.765065336913748	0.280506307686778
GPR85	0.500639765365522	0.632051698497317	0.564203276523399
GPR87	0.739856906779313	0.793857828191263	0.276007639189298
GPR88	0.489092861990073	0.795371129140481	0.558922598231431
GPR89A	0.78117431955661	0.82441726166728	0.256017450688085
GPR89B	0.804523534595269	0.789140016980076	0.229623747807525
GPRASP1	0.543902834076012	0.510418025368358	0.420616074995673
GPRASP2	0.334781117383378	0.373583707600763	0.676417820139141
GPRASP3	0.558649195636237	0.735927035721231	0.366804953302469
GPRC5A	0.666838999507905	0.748505386042781	0.317993378016718
GPRC5B	0.668086919588216	0.770307415036968	0.295823907218683
GPRC5C	0.75512891983637	0.780987134726054	0.280491704426802
GPRC5D	0.770240358776363	0.85437719603417	0.154337818077634
GPRC6A	0.678839016635262	0.737156615490043	0.286459112332428
GPRIN1	0.380244325541116	0.343698811755135	0.712901573276227
GPRIN2	0.625706628128473	0.678252662153945	0.432514849499551
GPRIN3	0.562875649516171	0.495216227918274	0.569717557553114
GPS1	0.392759278680233	0.34865093549549	0.646432683917573
GPS2	0.642845126205046	0.364277267286794	0.470304172345064
GPSM1	0.737020825878145	0.807232731510808	0.277956912629859
GPSM2	0.742807748001552	0.719562963567291	0.309865170248117
GPSM3	0.520664136293562	0.850885452369002	0.262589465780734
GPT	0.677273231751747	0.568891399594386	0.33793195509917
GPT2	0.693630408684371	0.455699821602522	0.32184422983129
GPX1	0.696773955650739	0.722246076758437	0.241207033482458
GPX2	0.706718049218958	0.620411685307564	0.284923786499093
GPX3	0.742333263998546	0.682129917778855	0.180901584769404
GPX4	0.764240841233048	0.647501923220942	0.259643216519301
GPX5	0.764337079331864	0.660755722611187	0.216791052715034
GPX6	0.718231790845835	0.648247800055581	0.219331694529972
GPX7	0.742319506085539	0.726581146361215	0.219994040794697
GPX8	0.724337875134606	0.640593360428842	0.254283554260853
GRAMD1A	0.607276494579743	0.591459973531133	0.411233889723089
GRAMD1B	0.494318170334	0.488534602460312	0.626269925885872
GRAMD1C	0.633961408158421	0.553513387915811	0.425915755848975
GRAMD2A	0.712477349174153	0.579304885434071	0.367059914512031
GRAMD2B	0.761982924124669	0.517737357500843	0.43343874673841
GRAMD4	0.461029297876459	0.537447220962626	0.629290916901529
GRAP	0.685533321239228	0.723322819554453	0.282704687024902
GRAP2	0.714181230940188	0.724044729435159	0.336527508044295
GRAPL	0.598817479143625	0.668440328362176	0.355547819602414
GRB10	0.453936646178124	0.534592411403412	0.652977703863738
GRB14	0.625242411885818	0.618055247916707	0.410655972503538
GRB2	0.452302554374082	0.584603512070117	0.671238649958772
GRB7	0.665980499158275	0.662629827006866	0.374707202947796
GREB1	0.539890427508621	0.473074610102369	0.438703646285537
GREB1L	0.207067912689814	0.271054078201303	0.790056553400809
GREM1	0.539829197023591	0.296600298407489	0.528661013369005
